1	Device002	Product02	1	7000.0	2016-03-19 00:00:00.000
2	Device003	Product04	1	550.0	2016-03-19 00:00:00.000
3	Device004	Product03	1	900.0	2016-03-19 00:00:00.000
4	Device005	Product03	1	900.0	2016-03-19 00:00:00.000
5	Device006	Product04	2	1100.0	2016-03-19 00:00:00.000
6	Device007	Product04	1	550.0	2016-03-19 00:00:00.000
7	Device008	Product05	1	1500.0	2016-03-19 00:00:00.000
8	Device009	Product03	1	900.0	2016-03-19 00:00:00.000
9	Device010	Product04	1	550.0	2016-03-19 00:00:00.000
10	Device011	Product05	1	1500.0	2016-03-19 00:00:00.000
11	Device012	Product02	1	7000.0	2016-03-19 00:00:00.000
12	Device013	Product05	1	1500.0	2016-03-19 00:00:00.000
13	Device014	Product03	1	900.0	2016-03-19 00:00:00.000
14	Device015	Product04	1	550.0	2016-03-19 00:00:00.000
15	Device016	Product05	1	1500.0	2016-03-19 00:00:00.000
16	Device017	Product05	1	1500.0	2016-03-19 00:00:00.000
17	Device018	Product05	1	1500.0	2016-03-19 00:00:00.000
18	Device019	Product03	1	900.0	2016-03-19 00:00:00.000
19	Device020	Product04	1	550.0	2016-03-19 00:00:00.000
20	Device021	Product04	1	550.0	2016-03-19 00:00:00.000
21	Device022	Product04	1	550.0	2016-03-19 00:00:00.000
22	Device023	Product04	1	550.0	2016-03-19 00:00:00.000
23	Device024	Product05	1	1500.0	2016-03-19 00:00:00.000
24	Device025	Product04	1	550.0	2016-03-19 00:00:00.000
25	Device026	Product01	1	3000.0	2016-03-19 00:00:00.000
26	Device027	Product04	1	550.0	2016-03-19 00:00:00.000
27	Device028	Product05	1	1500.0	2016-03-19 00:00:00.000
28	Device029	Product03	1	900.0	2016-03-19 00:00:00.000
29	Device030	Product05	1	1500.0	2016-03-19 00:00:00.000
30	Device031	Product03	1	900.0	2016-03-19 00:00:00.000
31	Device032	Product04	1	550.0	2016-03-19 00:00:00.000
32	Device033	Product04	1	550.0	2016-03-19 00:00:00.000
33	Device034	Product04	1	550.0	2016-03-19 00:00:00.000
34	Device035	Product03	1	900.0	2016-03-19 00:00:00.000
35	Device036	Product01	1	3000.0	2016-03-19 00:00:00.000
36	Device037	Product04	1	550.0	2016-03-19 00:00:00.000
37	Device038	Product05	1	1500.0	2016-03-19 00:00:00.000
38	Device039	Product04	1	550.0	2016-03-19 00:00:00.000
39	Device040	Product05	1	1500.0	2016-03-19 00:00:00.000
40	Device041	Product03	1	900.0	2016-03-19 00:00:00.000
41	Device042	Product03	1	900.0	2016-03-19 00:00:00.000
42	Device043	Product04	1	550.0	2016-03-20 00:00:00.000
43	Device044	Product02	1	7000.0	2016-03-20 00:00:00.000
44	Device045	Product04	1	550.0	2016-03-20 00:00:00.000
45	Device046	Product04	1	550.0	2016-03-20 00:00:00.000
46	Device047	Product04	1	550.0	2016-03-20 00:00:00.000
47	Device048	Product03	1	900.0	2016-03-20 00:00:00.000
48	Device049	Product03	1	900.0	2016-03-20 00:00:00.000
49	Device050	Product05	2	3000.0	2016-03-20 00:00:00.000
50	Device051	Product05	1	1500.0	2016-03-20 00:00:00.000
51	Device052	Product03	1	900.0	2016-03-20 00:00:00.000
52	Device053	Product05	1	1500.0	2016-03-20 00:00:00.000
53	Device054	Product03	1	900.0	2016-03-20 00:00:00.000
54	Device055	Product04	1	550.0	2016-03-20 00:00:00.000
55	Device056	Product05	1	1500.0	2016-03-20 00:00:00.000
56	Device057	Product05	1	1500.0	2016-03-20 00:00:00.000
57	Device058	Product03	1	900.0	2016-03-20 00:00:00.000
58	Device059	Product03	1	900.0	2016-03-20 00:00:00.000
59	Device060	Product05	1	1500.0	2016-03-20 00:00:00.000
60	Device061	Product04	1	550.0	2016-03-20 00:00:00.000
61	Device062	Product05	1	1500.0	2016-03-20 00:00:00.000
62	Device063	Product04	1	550.0	2016-03-20 00:00:00.000
63	Device064	Product04	1	550.0	2016-03-20 00:00:00.000
64	Device065	Product03	1	900.0	2016-03-20 00:00:00.000
65	Device066	Product05	1	1500.0	2016-03-20 00:00:00.000
66	Device067	Product03	1	900.0	2016-03-20 00:00:00.000
67	Device068	Product03	1	900.0	2016-03-20 00:00:00.000
68	Device069	Product04	1	550.0	2016-03-20 00:00:00.000
69	Device070	Product05	1	1500.0	2016-03-20 00:00:00.000
70	Device071	Product05	1	1500.0	2016-03-20 00:00:00.000
71	Device072	Product05	1	1500.0	2016-03-20 00:00:00.000
72	Device073	Product05	1	1500.0	2016-03-20 00:00:00.000
73	Device074	Product03	1	900.0	2016-03-20 00:00:00.000
74	Device075	Product03	1	900.0	2016-03-20 00:00:00.000
75	Device076	Product04	1	550.0	2016-03-20 00:00:00.000
76	Device077	Product05	1	1500.0	2016-03-20 00:00:00.000
